Affiliations                                 	   Record Count	       % of 2,094
BATMAN UNIVERSITY                            	              2	     0.096
BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY    	              2	     0.096
BIRLA INSTITUTE OF TECHNOLOGY MESRA          	              2	     0.096
BOGOR AGRICULTURAL UNIVERSITY                	              2	     0.096
BOUIRA UNIV                                  	              2	     0.096
BOZOK UNIVERSITY                             	              2	     0.096
BRAUNSCHWEIG UNIVERSITY OF TECHNOLOGY        	              2	     0.096
BUZZI UNICEM SPA                             	              2	     0.096
CAIRO UNIVERSITY                             	              2	     0.096
CAPITAL MEDICAL UNIVERSITY                   	              2	     0.096
CELAL BAYAR UNIVERSITY                       	              2	     0.096
CHANGCHUN INSTITUTE OF APPLIED CHEMISTRY CAS 	              2	     0.096
CHANGCHUN UNIVERSITY OF TECHNOLOGY           	              2	     0.096
CHANGSHA UNIVERSITY OF SCIENCE TECHNOLOGY    	              2	     0.096
CHENG SHIU UNIVERSITY                        	              2	     0.096
CHENNAI INSTITUTE OF TECHNOLOGY              	              2	     0.096
CHINA INSTITUTE OF ATOMIC ENERGY             	              2	     0.096
CHINA STATE CONSTRUCTION ENGINEERING CORPORAT	              2	     0.096
ION                                          	               	          
CHONGQING THREE GORGES UNIVERSITY            	              2	     0.096
CITY OSIJEK                                  	              2	     0.096
CITY ST GEORGES UNIVERSITY OF LONDON         	              2	     0.096
CITY UNIVERSITY OF LONDON                    	              2	     0.096
CNOOC RES INST CO LTD                        	              2	     0.096
COLUMBIA UNIVERSITY                          	              2	     0.096
CONSTRUCT ENGN IT SERV CENITS CORP INC       	              2	     0.096
COVENTRY UNIVERSITY                          	              2	     0.096
CY CERGY PARIS UNIVERSITE                    	              2	     0.096
DALHOUSIE UNIVERSITY                         	              2	     0.096
DATTA MEGHE INSTITUTE OF HIGHER EDUCATION RES	              2	     0.096
EARCH DEEMED TO BE UNIVERSITY                	               	          
DE LA SALLE UNIVERSITY                       	              2	     0.096
DELTA UNIVERSITY FOR SCIENCE TECHNOLOGY      	              2	     0.096
EDITH COWAN UNIVERSITY                       	              2	     0.096
EM DOUAI                                     	              2	     0.096
FAR EASTERN FEDERAL UNIVERSITY               	              2	     0.096
FBK CMM CENTRE FOR MATERIALS MICROSYSTEMS    	              2	     0.096
FEDERAL INSTITUTE FOR MATERIALS RESEARCH TEST	              2	     0.096
ING                                          	               	          
FLORIDA A M UNIVERSITY                       	              2	     0.096
FLORIDA STATE UNIVERSITY                     	              2	     0.096
FONDAZIONE BRUNO KESSLER                     	              2	     0.096
FRAUNHOFER GESELLSCHAFT                      	              2	     0.096
FREDERICK RES CTR                            	              2	     0.096
FREDERICK UNIV                               	              2	     0.096
FRIEDRICH SCHILLER UNIVERSITY OF JENA        	              2	     0.096
GELDO                                        	              2	     0.096
GEOLOGICAL SURVEY OF DENMARK GREENLAND       	              2	     0.096
GERMAN UNIVERSITY IN CAIRO                   	              2	     0.096
GLA UNIVERSITY                               	              2	     0.096
GOLDER ASSOCIATES                            	              2	     0.096
GPR ENGN COLL                                	              2	     0.096
GRAZ UNIVERSITY OF TECHNOLOGY                	              2	     0.096
HAKIM SABZEVARI UNIV                         	              2	     0.096
HANDAR ENGN CONTRACTING WLL                  	              2	     0.096
HARBIN MEDICAL UNIVERSITY                    	              2	     0.096
HASSELT UNIVERSITY                           	              2	     0.096
HEIDELBERGCEMENT                             	              2	     0.096
HOKKAIDO RES ORG                             	              2	     0.096
IMT NORD EUROPE                              	              2	     0.096
INDIAN INSTITUTE OF ENGINEERING SCIENCE TECHN	              2	     0.096
OLOGY SHIBPUR IIEST                          	               	          
INDIAN INSTITUTE OF TECHNOLOGY IIT BOMBAY    	              2	     0.096
INDIAN INSTITUTE OF TECHNOLOGY IIT DELHI     	              2	     0.096
INDIANA DEPT TRANSPORTAT                     	              2	     0.096
INONU UNIVERSITY                             	              2	     0.096
ISLAMIA UNIVERSITY OF BAHAWALPUR             	              2	     0.096
ISLAMIC UNIVERSITY OF AL MADINAH             	              2	     0.096
ISTANBUL UNIVERSITY CERRAHPASA               	              2	     0.096
IUAV UNIVERSITY VENICE                       	              2	     0.096
IZMIR INSTITUTE OF TECHNOLOGY                	              2	     0.096
JAZAN UNIVERSITY                             	              2	     0.096
JIANGSU EXPRESSWAY ENGN MAINTENANCE TECHNOL C	              2	     0.096
O LT                                         	               	          
JIANGSU KEY LAB CONSTRUCT MAT                	              2	     0.096
JIANGSU TRAFF ENGN GRP CO LTD                	              2	     0.096
JNTUA COLLEGE OF ENGINEERING ANANTAPUR       	              2	     0.096
K N TOOSI UNIVERSITY OF TECHNOLOGY           	              2	     0.096
KENYATTA UNIVERSITY                          	              2	     0.096
KEY LAB BLDG STRUCT SEISM RESISTANCE XINJIANG	              2	     0.096
KHON KAEN UNIVERSITY                         	              2	     0.096
KHULNA UNIVERSITY                            	              2	     0.096
KHULNA UNIVERSITY OF ENGINEERING TECHNOLOGY K	              2	     0.096
UET                                          	               	          
KOREA CONFORM LAB                            	              2	     0.096
KOREA ELECTRIC POWER CORPORATION KEPCO       	              2	     0.096
KUNMING UNIVERSITY OF SCIENCE TECHNOLOGY     	              2	     0.096
KYUNGDONG UNIVERSITY                         	              2	     0.096
LAFARGE                                      	              2	     0.096
LIAONING TECHNICAL UNIVERSITY                	              2	     0.096
LUSAS                                        	              2	     0.096
MAJMAAH UNIVERSITY                           	              2	     0.096
MALAVIYA NATIONAL INSTITUTE OF TECHNOLOGY JAI	              2	     0.096
PUR                                          	               	          
MASSACHUSETTS INSTITUTE OF TECHNOLOGY MIT    	              2	     0.096
MENOFIA UNIVERSITY                           	              2	     0.096
MICHAEL OKPARA UNIV AGR                      	              2	     0.096
MICHIGAN STATE UNIVERSITY                    	              2	     0.096
MISR HIGHER INST ENGN TECH                   	              2	     0.096
MONDIAL ADVISORY PTY LTD                     	              2	     0.096
MUSTANSIRIYA UNIVERSITY                      	              2	     0.096
NANJING FORESTRY UNIVERSITY                  	              2	     0.096
NANJING INST ENVIRONM SCI                    	              2	     0.096
NANJING UNIVERSITY                           	              2	     0.096
NANOTECMARIN GMBH                            	              2	     0.096
NATIONAL CENTRAL UNIVERSITY                  	              2	     0.096
NATIONAL CHUNG HSING UNIVERSITY              	              2	     0.096
NATIONAL INSTITUTE OF TECHNOLOGY SRINAGAR    	              2	     0.096
NATIONAL NANOTECHNOLOGY CENTER NANOTEC       	              2	     0.096
NATIONAL RESEARCH INNOVATION AGENCY OF INDONE	              2	     0.096
SIA BRIN                                     	               	          
NATIONAL SCIENCE TECHNOLOGY DEVELOPMENT AGENC	              2	     0.096
Y THAILAND                                   	               	          
NATIONAL TAIWAN UNIVERSITY                   	              2	     0.096
NATIONAL UNIVERSITY OF SCIENCE TECHNOLOGY POL	              2	     0.096
ITEHNICA BUCHAREST                           	               	          
NATL ENVIRONM TECHNOL LAB                    	              2	     0.096
NATL RES INNOVAT AGCY                        	              2	     0.096
NAWROZ UNIVERSITY                            	              2	     0.096
NEWJUST CO LTD                               	              2	     0.096
NIRD URBAN INCERC                            	              2	     0.096
NORTHWEST INSTITUTE OF NUCLEAR TECHNOLOGY CHI	              2	     0.096
NA                                           	               	          
NRDI URBAN INCERC CLUJ NAPOCA BRANCH         	              2	     0.096
OAK RIDGE NATIONAL LABORATORY                	              2	     0.096
OLLSCOIL NA GAILLIMHE UNIVERSITY OF GALWAY   	              2	     0.096
PANIMALAR ENGN COLL                          	              2	     0.096
PENNSYLVANIA STATE UNIVERSITY UNIVERSITY PARK	              2	     0.096
PEOPLES FRIENDSHIP UNIVERSITY OF RUSSIA      	              2	     0.096
PONTIFICIA UNIV CATOLICA RIO DE JANEIRO PUC R	              2	     0.096
IO                                           	               	          
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE     	              2	     0.096
POZNAN UNIVERSITY OF TECHNOLOGY              	              2	     0.096
PSG COLLEGE TECHNOLOGY                       	              2	     0.096
PSG INST TECHNOL APPL RES                    	              2	     0.096
QUEEN MARY UNIVERSITY LONDON                 	              2	     0.096
RAJIV GANDHI TECHNOLOGICAL UNIVERSITY        	              2	     0.096
RESEARCH CENTER JULICH                       	              2	     0.096
ROMANIAN ACADEMY                             	              2	     0.096
ROYAL INSTITUTE OF TECHNOLOGY                	              2	     0.096
ROYAL SOC THAILAND                           	              2	     0.096
RUSSIAN ACADEMY OF SCIENCES                  	              2	     0.096
RWTH AACHEN UNIVERSITY                       	              2	     0.096
SAINT PETERSBURG STATE UNIVERSITY            	              2	     0.096
SAUDI ARAMCO                                 	              2	     0.096
SEOUL NATIONAL UNIVERSITY SNU                	              2	     0.096
SHAANXI UNIVERSITY OF SCIENCE TECHNOLOGY     	              2	     0.096
SHAHID BAHONAR UNIVERSITY OF KERMAN SBUK     	              2	     0.096
SHANDONG HISPEED GRP CO LTD                  	              2	     0.096
SHANXI SHENGKE MICROORGANISM BLDG MAT TECHNOL	              2	     0.096
CO                                           	               	          
SHAOXING UNIVERSITY                          	              2	     0.096
SHARAD PAWAR DENTAL COLLEGE HOSPITAL SPDC    	              2	     0.096
SHRI JAGDISHPRASAD JHABARMAL TIBREWALA UNIV  	              2	     0.096
SIAM CEMENT GROUP                            	              2	     0.096
SINOPEC HENAN OILFIELD BRANCH CO             	              2	     0.096
SKANSKA                                      	              2	     0.096
SOUTH DAKOTA SCHOOL MINES TECHNOLOGY         	              2	     0.096
SOUTHERN UNIVERSITY OF SCIENCE TECHNOLOGY    	              2	     0.096
SOUTHWEST UNIVERSITY CHINA                   	              2	     0.096
SRI KRISHNA COLL TECHNOL                     	              2	     0.096
SRI RAMAKRISHNA ENGINEERING COLLEGE          	              2	     0.096
ST JOSEPH ENGINEERING COLLEGE                	              2	     0.096
STATE KEY LAB GREEN BLDG MAT                 	              2	     0.096
SULTAN QABOOS UNIVERSITY                     	              2	     0.096
SURANAREE UNIVERSITY OF TECHNOLOGY           	              2	     0.096
SVR ENGN COLL                                	              2	     0.096
SWEDISH COLL ENGN TECHNOL                    	              2	     0.096
TAIHEIYO CEMENT CORPORATION                  	              2	     0.096
TECHNICAL UNIVERSITY OF CIVIL ENGINEERING OF 	              2	     0.096
BUCHAREST UTCB                               	               	          
TECNALIA                                     	              2	     0.096
TEXAS A M UNIVERSITY COLLEGE STATION         	              2	     0.096
TEXAS A M UNIVERSITY SYSTEM                  	              2	     0.096
TEXAS STATE UNIVERSITY SAN MARCOS            	              2	     0.096
TOKYO UNIVERSITY OF SCIENCE                  	              2	     0.096
U S ARMY CORPS OF ENGINEERS                  	              2	     0.096
U S ARMY ENGINEER RESEARCH DEVELOPMENT CENTER	              2	     0.096
ERDC                                         	               	          
UCSI UNIVERSITY                              	              2	     0.096
ULUDAG UNIVERSITY                            	              2	     0.096
UNITED STATES ARMY                           	              2	     0.096
UNITED STATES DEPARTMENT OF DEFENSE          	              2	     0.096
UNIV EMBU                                    	              2	     0.096
UNIV TRIPOLI                                 	              2	     0.096
UNIVERSIDAD DE CASTILLA LA MANCHA            	              2	     0.096
UNIVERSIDADE DE BRASILIA                     	              2	     0.096
UNIVERSIDADE DE SAO PAULO                    	              2	     0.096
UNIVERSIDADE ESTADUAL DE PONTA GROSSA        	              2	     0.096
UNIVERSIDADE FEDERAL DE LAVRAS               	              2	     0.096
UNIVERSIDADE FEDERAL DE SANTA CATARINA UFSC  	              2	     0.096
UNIVERSITE DE CARTHAGE                       	              2	     0.096
UNIVERSITE GUSTAVE EIFFEL                    	              2	     0.096
UNIVERSITY NORTH CROATIA                     	              2	     0.096
UNIVERSITY OF ANTWERP                        	              2	     0.096
UNIVERSITY OF CALIFORNIA BERKELEY            	              2	     0.096
UNIVERSITY OF CALIFORNIA DAVIS               	              2	     0.096
UNIVERSITY OF CALIFORNIA IRVINE              	              2	     0.096
UNIVERSITY OF CHINESE ACADEMY OF SCIENCES CAS	              2	     0.096
UNIVERSITY OF COPENHAGEN                     	              2	     0.096
UNIVERSITY OF DUNDEE                         	              2	     0.096
UNIVERSITY OF EAST LONDON                    	              2	     0.096
UNIVERSITY OF EASTERN PIEDMONT AMEDEO AVOGADR	              2	     0.096
O                                            	               	          
UNIVERSITY OF ENGINEERING TECHNOLOGY LAHORE  	              2	     0.096
UNIVERSITY OF HONG KONG                      	              2	     0.096
UNIVERSITY OF JJ STROSSMAYER OSIJEK          	              2	     0.096
UNIVERSITY OF LOUISVILLE                     	              2	     0.096
UNIVERSITY OF MACAU                          	              2	     0.096
UNIVERSITY OF MELBOURNE                      	              2	     0.096
UNIVERSITY OF MISSOURI COLUMBIA              	              2	     0.096
UNIVERSITY OF MONS                           	              2	     0.096
UNIVERSITY OF NAPLES FEDERICO II             	              2	     0.096
UNIVERSITY OF NORTH SUMATRA                  	              2	     0.096
UNIVERSITY OF PUNJAB                         	              2	     0.096
UNIVERSITY OF QUEBEC MONTREAL                	              2	     0.096
UNIVERSITY OF SADAT CITY                     	              2	     0.096
UNIVERSITY OF SARGODHA                       	              2	     0.096
UNIVERSITY OF SPLIT                          	              2	     0.096
UNIVERSITY OF TEHRAN                         	              2	     0.096
UNIVERSITY OF TULSA                          	              2	     0.096
UNIVERSITY OF VALENCIA                       	              2	     0.096
UNIVERSITY OF WEST LONDON                    	              2	     0.096
UNIVERSITY OF ZAGREB                         	              2	     0.096
UNIVERSITY ZANJAN                            	              2	     0.096
VIRGINIA POLYTECHNIC INSTITUTE STATE UNIVERSI	              2	     0.096
TY                                           	               	          
VRIJE UNIVERSITEIT AMSTERDAM                 	              2	     0.096
WEST POMERANIAN UNIVERSITY OF TECHNOLOGY     	              2	     0.096
WOLLEGA UNIV                                 	              2	     0.096
WORCESTER POLYTECHNIC INSTITUTE              	              2	     0.096
WUHAN MET CONSTRUCT RES INST CO LTD MCC GRP  	              2	     0.096
WUHAN UNIVERSITY                             	              2	     0.096
WUHAN VODOLF NEW MAT CO LTD                  	              2	     0.096
XINJIANG UNIVERSITY                          	              2	     0.096
YANBIAN UNIVERSITY                           	              2	     0.096
YUNNAN INST BLDG RES                         	              2	     0.096
ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOG	              2	     0.096
Y                                            	               	          
ZHEJIANG SCI TECH UNIVERSITY                 	              2	     0.096
2 CEMENTING CO                               	              1	     0.048
A STAR INSTITUTE OF MATERIALS RESEARCH ENGINE	              1	     0.048
ERING IMRE                                   	               	          
AAA COLL ENGN TECHNOL                        	              1	     0.048
AALTO UNIVERSITY                             	              1	     0.048
AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY      	              1	     0.048
ABENGOA RES                                  	              1	     0.048
ABRAJ ENERGY SERV SAOC                       	              1	     0.048
ABU DHABI UNIVERSITY                         	              1	     0.048
ACAD AEROSP PROP TECHNOL                     	              1	     0.048
ACAD GEN MIL                                 	              1	     0.048
ACADEMIC CENTER FOR DENTISTRY AMSTERDAM      	              1	     0.048
ACADEMY OF ROMANIAN SCIENTISTS AOSR          	              1	     0.048
ACHIRA LABS PVT LTD                          	              1	     0.048
ADAMSON UNIVERSITY                           	              1	     0.048
ADIGRAT UNIV                                 	              1	     0.048
ADITYA ENGINEERING COLLEGE SURAMPALEM        	              1	     0.048
AERONAUT INST TECHNOL ITA                    	              1	     0.048
AEROSP RES INST MAT PROC TECHNOL             	              1	     0.048
AFE BABALOLA UNIV                            	              1	     0.048
AFYON KOCATEPE UNIVERSITY                    	              1	     0.048
AGENCY FOR SCIENCE TECHNOLOGY RESEARCH A STAR	              1	     0.048
AL BALQA APPLIED UNIV                        	              1	     0.048
AL IRAQIA UNIVERSITY                         	              1	     0.048
AL MARGAB UNIV                               	              1	     0.048
AL TAFILEH UNIV                              	              1	     0.048
AL TURATH UNIVERSITY COLLEGE                 	              1	     0.048
ALEXANDRIA UNIVERSITY                        	              1	     0.048
ALFA BK UNIV                                 	              1	     0.048
ALLIANCE GEOTECH                             	              1	     0.048
AMERICAN UNIVERSITY OF THE MIDDLE EAST       	              1	     0.048
AMGEN                                        	              1	     0.048
ANDRA AGENCE NATL GEST DECHETS RADIOACT      	              1	     0.048
ANF DEV                                      	              1	     0.048
ANF TECHNOL LTD                              	              1	     0.048
ANHUI LENCAQI BLDG MAT CO LTD                	              1	     0.048
ANHUI UNIVERSITY OF SCIENCE TECHNOLOGY       	              1	     0.048
ANKARA UNIVERSITY                            	              1	     0.048
ANNA UNIVERSITY                              	              1	     0.048
ANNAI VAILANKANNI COLL ENGN                  	              1	     0.048
ANNAMACHARYA INST TECHNOL SCI                	              1	     0.048
ANTEX WESTERN LTD ACM TECHNOL                	              1	     0.048
ANURAG UNIV                                  	              1	     0.048
APEX INST TECHNOL                            	              1	     0.048
APPL ENVIRONM SCI LTD                        	              1	     0.048
ARCHAEOL SURVEY INDIA                        	              1	     0.048
ARIZONA STATE UNIVERSITY                     	              1	     0.048
ARIZONA STATE UNIVERSITY TEMPE               	              1	     0.048
ARMY ENGINEERING UNIVERSITY OF PLA           	              1	     0.048
ASSOCIATED UNIT CSIC TECNALIA                	              1	     0.048
ASWAN UNIVERSITY                             	              1	     0.048
AUGUSTA UNIVERSITY                           	              1	     0.048
AURAC CONSULTING CONSTRUCT                   	              1	     0.048
AUSTRALIAN NUCLEAR SCIENCE TECHNOLOGY ORGANIS	              1	     0.048
ATION                                        	               	          
AUSTRALIAS NUCL SCI TECHNOL ORG              	              1	     0.048
AUSTRIAN ACADEMY OF SCIENCES                 	              1	     0.048
AUTON MAT INC                                	              1	     0.048
AVECOM NV                                    	              1	     0.048
AZERBAIJAN SATE UNIV ECON UNEC               	              1	     0.048
B S ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENC	              1	     0.048
E TECHNOLOGY                                 	               	          
BABOL NOSHIRVANI UNIVERSITY OF TECHNOLOGY    	              1	     0.048
BAM                                          	              1	     0.048
BANGLADESH UNIVERSITY OF ENGINEERING TECHNOLO	              1	     0.048
GY BUET                                      	               	          
BAOJI UNIVERSITY OF ARTS SCIENCES            	              1	     0.048
BARKATULLAH UNIVERSITY                       	              1	     0.048
BASF                                         	              1	     0.048
BASQUE RES TECHNOL ALLIANCE BRTA PARQUE TECNO	              1	     0.048
L                                            	               	          
BEIJING ENGN RES CTR SYNTH APPLICAT WATERBORN	              1	     0.048
E P                                          	               	          
BEIJING INST HOUSING URBAN RURAL CONSTRUCT SC	              1	     0.048
I                                            	               	          
BEIJING INSTITUTE OF GRAPHIC COMMUNICATION   	              1	     0.048
BEIJING ORIENTAL YUHANG WATERPROOF TECHNOL CO	              1	     0.048
LTD                                          	               	          
BEIJING ORIENTAL YUHONG WATERPROOF TECHNOL CO	              1	     0.048
LTD                                          	               	          
BEIJING ZHONGLU GAOKE HIGHWAY TECHNOL CO LTD 	              1	     0.048
BELGOROD STATE TECHNOLOGICAL UNIVERSITY      	              1	     0.048
BEN GURION UNIV NEGEV                        	              1	     0.048
BENHA UNIVERSITY                             	              1	     0.048
BESIX NV SA                                  	              1	     0.048
BESPAK INNOVAT CTR                           	              1	     0.048
BIOLITEC AG                                  	              1	     0.048
BIOME LIVE ANALYT CTR                        	              1	     0.048
BLDG INFORMAT MODEL INTELLIGENT CONSTRUCT TEC	              1	     0.048
HNO                                          	               	          
BLDG SCI GRP CO LTD                          	              1	     0.048
BOISE STATE UNIVERSITY                       	              1	     0.048
BOSTON CHILDREN S HOSPITAL                   	              1	     0.048
BRANDENBURG UNIVERSITY OF TECHNOLOGY COTTBUS 	              1	     0.048
BRAWIJAYA UNIVERSITY                         	              1	     0.048
BRIGHAM WOMEN S HOSPITAL                     	              1	     0.048
BRNO UNIVERSITY OF TECHNOLOGY                	              1	     0.048
BROWN UNIVERSITY                             	              1	     0.048
BRUNEL UNIVERSITY                            	              1	     0.048
BULGARIAN ACADEMY OF SCIENCES                	              1	     0.048
BUNDESANSTALT WASSERBAU BAW                  	              1	     0.048
BYDGOSZCZ UNIVERSITY OF SCIENCE TECHNOLOGY   	              1	     0.048
C CRETE TECHNOL LLC                          	              1	     0.048
CAAC NEW ERA AIRPORT DESIGN RES INST CO LTD  	              1	     0.048
CABO SANTO AGOSTINHO                         	              1	     0.048
CALIFORNIA INSTITUTE OF TECHNOLOGY           	              1	     0.048
CALUT CO HOLDING                             	              1	     0.048
CANKAYA UNIVERSITY                           	              1	     0.048
CARINTHIA UNIVERSITY OF APPLIED SCIENCES     	              1	     0.048
CASE WESTERN RESERVE UNIVERSITY              	              1	     0.048
CCCC FHEC HARBOR ENGN DESIGN CO LTD          	              1	     0.048
CCCC FIRST HARBOR CONSULTANTS CO LTD         	              1	     0.048
CCCC FIRST HIGHWAY CONSULTANTS CO LTD        	              1	     0.048
CCCC FIRST HIGHWAY ENGN CO LTD               	              1	     0.048
CCCC SECOND HARBOR ENGN CO LTD               	              1	     0.048
CEA                                          	              1	     0.048
CECOS UNIV                                   	              1	     0.048
CECOS UNIV IT EMERGING SCI                   	              1	     0.048
CEMENTOS LA CRUZ SL                          	              1	     0.048
CENT LILLE                                   	              1	     0.048
CENT RES DESIGN INST                         	              1	     0.048
CENT RES INST BLDG CONSTRUCT CO LTD MCC      	              1	     0.048
CENT SOUTHERN CHINA MUNICIPAL ENGN DESIGN RES	              1	     0.048
CENTER FOR PHYSICAL SCIENCES TECHNOLOGY LITHU	              1	     0.048
ANIA                                         	               	          
CENTRE UNIVERSITAIRE AIN TEMOUCHENT          	              1	     0.048
CEPT UNIVERSITY                              	              1	     0.048
CERATIZIT LUXEMBOURG SARL                    	              1	     0.048
CHANDIGARH UNIVERSITY                        	              1	     0.048
CHANGCHUN SCITECH UNIV                       	              1	     0.048
CHANGSHA INST MIN RES CO LTD                 	              1	     0.048
CHARLES UNIVERSITY PRAGUE                    	              1	     0.048
CHAUDHARY CHARAN SINGH UNIVERSITY            	              1	     0.048
CHICAGO STATE UNIVERSITY                     	              1	     0.048
CHINA ACAD RAILWAY SCI                       	              1	     0.048
CHINA ACAD RAILWAY SCI CO LTD                	              1	     0.048
CHINA COAL RES INST                          	              1	     0.048
CHINA COAL TECHNOL ENGN GRP SHENYANG RES INST	              1	     0.048
CHINA CONSTRUCT MAT IND                      	              1	     0.048
CHINA CONSTRUCT PORT GRP CO LTD              	              1	     0.048
CHINA CONSTRUCT SEVENTH ENGN DIV CORP LTD    	              1	     0.048
CHINA CONSTRUCT THIRD ENGN BUR GRP CO LTD    	              1	     0.048
CHINA CONSTRUCTION IND ENERGY ENGN GRP CO LTD	              1	     0.048
CHINA EARTHQUAKE ADMINISTRATION              	              1	     0.048
CHINA FORTUNE LAND DEV CO LTD                	              1	     0.048
CHINA GEOLOGICAL SURVEY                      	              1	     0.048
CHINA MEDICAL UNIVERSITY TAIWAN              	              1	     0.048
CHINA NATIONAL OFFSHORE OIL CORPORATION CNOOC	              1	     0.048
CHINA NATL PETR CORP ENGN TECHNOL R D CO LTD 	              1	     0.048
CHINA NATL SPACE ADM                         	              1	     0.048
CHINA NUCLEAR POWER ENGINEERING CO LTD       	              1	     0.048
CHINA PHARMACEUTICAL UNIVERSITY              	              1	     0.048
CHINA PORTUGAL BELT RD JOINT LAB SPACE SEA TE	              1	     0.048
C                                            	               	          
CHINA RAILWAY ERYUAN ENGN GRP CO LTD         	              1	     0.048
CHINA RAILWAY SIYUAN SURVEY DESIGN GRP CO LTD	              1	     0.048
CHINA RAILWAY TUNNEL CONSULTANTS CO LTD      	              1	     0.048
CHINA RAILWAY URBAN CONSTRUCT                	              1	     0.048
CHINA THREE GORGES CORPORATION               	              1	     0.048
CHINA UNITED CEMENT GRP CO                   	              1	     0.048
CHINA WEST CONSTRUCT GRP CO LTD              	              1	     0.048
CHINA WEST CONSTRUCT HUNAN GRP CO LTD        	              1	     0.048
CHINESE ACADEMY OF ENGINEERING PHYSICS       	              1	     0.048
CHINESE ACADEMY OF GEOLOGICAL SCIENCES       	              1	     0.048
CHITTAGONG UNIVERSITY OF ENGINEERING TECHNOLO	              1	     0.048
GY CUET                                      	               	          
CHONGQING INSTITUTE OF ENGINEERING           	              1	     0.048
CHONGQING UNIVERSITY OF SCIENCE TECHNOLOGY   	              1	     0.048
CHONGQING VOCATIONAL INSTITUTE OF ENGINEERING	              1	     0.048
CHU STRASBOURG                               	              1	     0.048
CHUNGBUK NATIONAL UNIVERSITY                 	              1	     0.048
CINTECX                                      	              1	     0.048
CITY UNIV SCI INFORMAT TECHNOL               	              1	     0.048
CIVIL ENVIRONM ENGN DEPT                     	              1	     0.048
CJS TECHNOL INC                              	              1	     0.048
CLINICA ALEMANA                              	              1	     0.048
CMR INST TECHNOL                             	              1	     0.048
CNPC DRILLING ENGN RES INST                  	              1	     0.048
CNRS INSTITUTE OF CHEMISTRY INC              	              1	     0.048
CNRS NATIONAL INSTITUTE FOR EARTH SCIENCES AS	              1	     0.048
TRONOMY INSU                                 	               	          
CNRS NATIONAL INSTITUTE OF NUCLEAR AND PARTIC	              1	     0.048
LE PHYSICS IN2P3                             	               	          
COLL CIVIL TRANSPORTAT ENGN                  	              1	     0.048
COLL ENGN TECHNOL                            	              1	     0.048
COLLEGE OF TECHNOLOGY ENGINEERING UDAIPUR    	              1	     0.048
COLLEGIUM MEDICUM JAGIELLONIAN UNIVERSITY    	              1	     0.048
COMMONWEALTH SCIENTIFIC INDUSTRIAL RESEARCH O	              1	     0.048
RGANISATION CSIRO                            	               	          
COMMUNAUTE UNIVERSITE GRENOBLE ALPES         	              1	     0.048
COMPLUTENSE UNIVERSITY OF MADRID             	              1	     0.048
CONACYT TECNOL NACL MEXICO IT CHETUMAL       	              1	     0.048
CONSELHO NACL DESENVOLVIMENTO CIENT TECHNOL  	              1	     0.048
CONSTRUCT TECHNOL RES CTR                    	              1	     0.048
COPPE                                        	              1	     0.048
COPPE UNIV FED RIO JANEIRO                   	              1	     0.048
CORNELL UNIVERSITY                           	              1	     0.048
COSTAIN GRP                                  	              1	     0.048
COSTAIN GRP PLC                              	              1	     0.048
COWI A S                                     	              1	     0.048
CS HAND MICROSURG                            	              1	     0.048
CSIC CENTRO DE INVESTIGACION Y DESARROLLO PAS	              1	     0.048
CUAL VILA CID CSIC                           	               	          
CSIC INSTITUTO DE CERAMICA Y VIDRIO ICV      	              1	     0.048
CSIC INSTITUTO DE DIAGNOSTICO AMBIENTAL Y EST	              1	     0.048
UDIOS DEL AGUA IDAEA                         	               	          
CSIC TECNALIA                                	              1	     0.048
CSIC UCM INSTITUTO DE GEOCIENCIAS IGEO       	              1	     0.048
CSIC UPV EHU CENTRO DE FISICA DE MATERIALES C	              1	     0.048
FM                                           	               	          
CSSC                                         	              1	     0.048
CTR POLITECN                                 	              1	     0.048
CTR STANDARDIZAT SUSTAINABLE FOREST MANAGEMEN	              1	     0.048
T IN                                         	               	          
CTR TECNOL CONSTRUCC                         	              1	     0.048
CTR UNIV DESENVOLVIMENTO ALTO VALE ITAJAI    	              1	     0.048
CTR UNIV UNIMETROCAMP                        	              1	     0.048
CYPRUS INTERNATIONAL UNIVERSITY              	              1	     0.048
DAEJIN UNIVERSITY                            	              1	     0.048
DAEWOO INST CONSTRUCT TECHNOL                	              1	     0.048
DALIAN JIAOTONG UNIVERSITY                   	              1	     0.048
DALIAN MARITIME UNIVERSITY                   	              1	     0.048
DANISH HYDRAULIC INSTITUTE DHI               	              1	     0.048
DANISH TECHNOLOGICAL INSTITUTE               	              1	     0.048
DAQING OILFIELD COMPANY LIMITED              	              1	     0.048
DECCAN COLL POST GRAD RES INST               	              1	     0.048
DELTA HIGHER INSTITUTE FOR ENGINEERING TECHNO	              1	     0.048
LOGY                                         	               	          
DEPT CONSERVAT DENT PERIODONTOL              	              1	     0.048
DICP                                         	              1	     0.048
DIPONEGORO UNIVERSITY                        	              1	     0.048
DIT UNIVERSITY                               	              1	     0.048
DMAT SRL                                     	              1	     0.048
DON STATE TECHNICAL UNIVERSITY               	              1	     0.048
