sep=;
Office Code;IA Number;National Number;Event Type;Event Date;
NZ;PCT/US2023/025457;817188;W;;
NZ;PCT/EP2023/063844;817243;W;;
NZ;PCT/DK2023/050124;816698;C;;
NZ;PCT/US2022/033379;816843;C;;
NZ;PCT/CN2023/096076;816516;D;;
NZ;PCT/EP2023/066817;817145;D;;
NZ;PCT/JP2023/021735;817058;D;;
NZ;PCT/US2023/022990;816680;G;;
NZ;PCT/EP2023/062066;816853;G;;
NZ;PCT/AU2023/050582;817038;G;;
NZ;PCT/CA2023/050660;816715;R;;
NZ;PCT/IB2023/056049;817420;R;;
NZ;PCT/KR2023/000398;817270;R;;
NZ;PCT/EP2023/064873;817039;W;;
NZ;PCT/EP2023/067803;817403;W;;
NZ;PCT/CN2023/098030;816800;C;;
NZ;PCT/US2023/067432;817274;C;;
NZ;PCT/IB2023/000535;817115;C;;
NZ;PCT/CN2023/091259;816564;D;;
NZ;PCT/US2023/024956;817120;D;;
NZ;PCT/AU2023/050562;817203;D;;
NZ;PCT/AU2023/050490;816793;G;;
NZ;PCT/US2023/025385;817402;G;;
NZ;PCT/US2023/069801;817388;R;;
NZ;PCT/US2023/023445;816971;R;;
NZ;PCT/ES2023/070358;817303;G;;
NZ;PCT/US2023/026140;817168;R;;
NZ;PCT/EP2023/064065;817230;R;;
NZ;PCT/AU2023/050469;816941;R;;
NZ;PCT/US2023/023057;816792;W;;
NZ;PCT/CN2023/103952;816873;W;;
NZ;PCT/EP2023/062453;817026;W;;
NZ;PCT/IB2023/054969;816740;C;;
NZ;PCT/US2023/069334;817458;C;;
NZ;PCT/EP2023/072377;817277;C;;
NZ;PCT/CN2023/098246;817042;D;;
NZ;PCT/US2023/068828;817362;D;;
NZ;PCT/US2023/026769;817407;G;;
NZ;PCT/NO2023/060008;817254;G;;
NZ;PCT/EP2023/068358;816983;G;;
NZ;PCT/US2023/021150;816773;R;;
NZ;PCT/EP2023/067805;817273;R;;
NZ;PCT/US2023/066825;816945;R;;
NZ;PCT/US2023/068956;816821;W;;
NZ;PCT/GB2023/051494;817422;W;;
NZ;PCT/AU2023/050473;817351;C;;
NZ;PCT/US2023/027654;817085;C;;
NZ;PCT/EP2023/069513;817453;C;;
NZ;PCT/JP2023/025527;816798;D;;
NZ;PCT/JP2023/024180;816689;D;;
NZ;PCT/US2023/067919;817129;D;;
NZ;PCT/EP2023/055328;816806;G;;
NZ;PCT/GB2023/051668;817338;G;;
NZ;PCT/CN2023/098241;816992;G;;
NZ;PCT/EP2023/067939;816869;R;;
NZ;PCT/IB2023/000335;817315;R;;
NZ;PCT/US2023/076475;817433;W;;
NZ;PCT/SE2023/050644;817198;W;;
NZ;PCT/GB2023/051489;817415;W;;
NZ;PCT/EP2023/063379;816811;C;;
NZ;PCT/CN2023/099146;816823;C;;
NZ;PCT/JP2022/022273;817146;C;;
NZ;PCT/US2023/021812;816841;D;;
NZ;PCT/US2023/069358;817271;D;;
NZ;PCT/US2023/024719;817079;D;;
NZ;PCT/US2023/067927;816899;G;;
NZ;PCT/GB2023/051260;816569;E;2024-11-29;
NZ;PCT/DK2023/050129;816716;E;2024-11-29;
NZ;PCT/AU2023/050482;816717;E;2024-11-29;
NZ;PCT/US2023/066436;816714;E;2024-11-29;
NZ;PCT/US2023/021060;816587;E;2024-11-29;
NZ;PCT/GB2023/051401;816752;E;2024-11-29;
NZ;PCT/IB2023/054501;816705;E;2024-11-29;
NZ;PCT/JP2023/024180;816689;E;2024-11-29;
NZ;PCT/EP2023/069087;816725;E;2024-11-29;
NZ;PCT/US2023/021180;816188;E;2024-11-29;
NZ;PCT/US2023/024073;816719;E;2024-11-29;
NZ;PCT/IL2023/050449;816739;E;2024-11-29;
NZ;PCT/CN2023/096076;816516;E;2024-11-29;
NZ;PCT/CA2023/050660;816715;E;2024-11-29;
NZ;PCT/DK2023/050124;816698;E;2024-11-29;
NZ;PCT/US2023/066349;816713;E;2024-11-29;
NZ;PCT/US2023/022990;816680;E;2024-11-29;
NZ;PCT/FI2023/050413;816738;E;2024-11-29;
NZ;PCT/KR2023/009159;816324;E;2024-11-29;
NZ;PCT/CN2023/091259;816564;E;2024-11-29;
NZ;PCT/US2023/023770;816712;E;2024-11-29;
NZ;PCT/AU2023/050490;816793;E;2024-12-02;
NZ;PCT/IB2023/054969;816740;E;2024-12-02;
NZ;PCT/GB2023/051492;816786;E;2024-12-02;
NZ;PCT/CN2023/098011;816766;E;2024-12-02;
NZ;PCT/US2023/022098;816771;E;2024-12-02;
NZ;PCT/US2023/021150;816773;E;2024-12-02;
NZ;PCT/IB2023/054777;816769;E;2024-12-02;
NZ;PCT/IB2023/055901;816682;E;2024-12-02;
NZ;PCT/US2023/023057;816792;E;2024-12-03;
NZ;PCT/US2023/069132;816817;E;2024-12-03;
NZ;PCT/US2023/027009;816802;E;2024-12-03;
NZ;PCT/GB2023/051183;816814;E;2024-12-03;
NZ;PCT/CN2023/094714;816799;E;2024-12-03;
NZ;PCT/EP2023/067987;816816;E;2024-12-03;
NZ;PCT/CN2023/098030;816800;E;2024-12-03;
NZ;PCT/EP2023/063379;816811;E;2024-12-03;
NZ;PCT/EP2023/055328;816806;E;2024-12-03;
NZ;PCT/EP2023/062582;816812;E;2024-12-03;
NZ;PCT/AU2023/050395;816757;E;2024-12-03;
NZ;PCT/JP2023/025527;816798;E;2024-12-03;
NZ;PCT/US2023/027420;816815;E;2024-12-03;
NZ;PCT/IB2023/054044;816797;E;2024-12-03;
NZ;PCT/EP2023/062589;816801;E;2024-12-03;
NZ;PCT/US2023/021812;816841;E;2024-12-04;
NZ;PCT/EP2023/069447;816835;E;2024-12-04;
NZ;PCT/US2023/026081;816848;E;2024-12-04;
NZ;PCT/EP2023/062066;816853;E;2024-12-04;
NZ;PCT/EP2023/066436;816433;E;2024-12-04;
NZ;PCT/IB2023/056152;816818;E;2024-12-04;
NZ;PCT/US2023/022104;816760;E;2024-12-04;
NZ;PCT/US2023/068329;816834;E;2024-12-04;
NZ;PCT/CN2023/098076;816847;E;2024-12-04;
NZ;PCT/CN2023/111270;816840;E;2024-12-04;
NZ;PCT/US2023/068956;816821;E;2024-12-04;
NZ;PCT/GB2023/051393;816828;E;2024-12-04;
NZ;PCT/US2023/023586;816849;E;2024-12-04;
NZ;PCT/AU2023/050526;816833;E;2024-12-04;
NZ;PCT/CN2023/099146;816823;E;2024-12-04;
NZ;PCT/EP2023/062404;816820;E;2024-12-04;
NZ;PCT/EP2023/071064;816836;E;2024-12-04;
NZ;PCT/IB2023/056622;816845;E;2024-12-04;
NZ;PCT/US2023/067250;816852;E;2024-12-04;
NZ;PCT/US2023/069410;816832;E;2024-12-04;
NZ;PCT/US2023/068310;816827;E;2024-12-04;
NZ;PCT/EP2023/070938;816871;E;2024-12-05;
NZ;PCT/US2023/069331;816858;E;2024-12-05;
NZ;PCT/JP2023/021761;816885;E;2024-12-05;
NZ;PCT/US2023/024152;816874;E;2024-12-05;
NZ;PCT/EP2023/063472;816883;E;2024-12-05;
NZ;PCT/EP2023/067939;816869;E;2024-12-05;
NZ;PCT/EP2023/068443;816876;E;2024-12-05;
NZ;PCT/JP2023/020924;816884;E;2024-12-05;
NZ;PCT/CN2023/103952;816873;E;2024-12-05;
NZ;PCT/US2023/070306;816882;E;2024-12-05;
NZ;PCT/IB2023/056611;816867;E;2024-12-05;
NZ;PCT/GB2023/051229;816857;E;2024-12-05;
NZ;PCT/US2023/068586;816855;E;2024-12-05;
NZ;PCT/NZ2023/050060;816866;E;2024-12-05;
NZ;PCT/EP2023/070918;816872;E;2024-12-05;
NZ;PCT/EP2023/065588;816859;E;2024-12-05;
NZ;PCT/IB2023/056620;816861;E;2024-12-05;
NZ;PCT/US2023/023307;816877;E;2024-12-05;
NZ;PCT/IB2023/056626;816862;E;2024-12-05;
NZ;PCT/US2023/021153;816936;E;2024-12-06;
NZ;PCT/US2023/068806;816903;E;2024-12-06;
NZ;PCT/KR2023/006480;816893;E;2024-12-06;
NZ;PCT/ES2023/070416;816935;E;2024-12-06;
NZ;PCT/AU2022/050817;816901;E;2024-12-06;
NZ;PCT/EP2023/064749;816886;E;2024-12-06;
NZ;PCT/US2023/067927;816899;E;2024-12-06;
NZ;PCT/AU2023/050469;816941;E;2024-12-06;
NZ;PCT/US2022/033379;816843;E;2024-12-06;
NZ;PCT/EP2023/063424;816898;E;2024-12-06;
NZ;PCT/US2023/068486;816989;E;2024-12-09;
NZ;PCT/EP2023/065438;817011;E;2024-12-09;
NZ;PCT/AU2023/050583;816978;E;2024-12-09;
NZ;PCT/AU2023/050384;817008;E;2024-12-09;
NZ;PCT/NZ2023/050052;816044;E;2024-12-09;
NZ;PCT/US2023/067996;817013;E;2024-12-09;
NZ;PCT/AU2023/050488;816977;E;2024-12-09;
NZ;PCT/GB2023/051230;816934;E;2024-12-09;
NZ;PCT/EP2023/068805;816985;E;2024-12-09;
NZ;PCT/CN2023/099267;816972;E;2024-12-09;
NZ;PCT/GB2023/051612;816896;E;2024-12-09;
NZ;PCT/EP2023/068358;816983;E;2024-12-09;
NZ;PCT/US2023/069448;817007;E;2024-12-09;
NZ;PCT/JP2023/018892;817055;E;2024-12-10;
NZ;PCT/EP2023/064873;817039;E;2024-12-10;
NZ;PCT/EP2023/062453;817026;E;2024-12-10;
NZ;PCT/US2021/022322;817031;E;2024-12-10;
NZ;PCT/EP2023/064122;817052;E;2024-12-10;
NZ;PCT/EP2023/068080;817035;E;2024-12-10;
NZ;PCT/CN2023/098246;817042;E;2024-12-10;
NZ;PCT/US2022/033213;816842;E;2024-12-10;
NZ;PCT/EP2023/062499;817028;E;2024-12-10;
NZ;PCT/US2023/067008;817034;E;2024-12-10;
NZ;PCT/US2023/024679;817041;E;2024-12-10;
NZ;PCT/US2023/024617;817037;E;2024-12-10;
NZ;PCT/AU2023/050582;817038;E;2024-12-10;
NZ;PCT/CZ2023/050037;817050;E;2024-12-10;
NZ;PCT/US2023/024944;817032;E;2024-12-10;
NZ;PCT/US2023/026527;817070;E;2024-12-11;
NZ;PCT/US2023/068408;817086;E;2024-12-11;
NZ;PCT/CN2023/098264;817040;E;2024-12-11;
NZ;PCT/US2023/027654;817085;E;2024-12-11;
NZ;PCT/US2023/026528;817068;E;2024-12-11;
NZ;PCT/US2023/068426;817078;E;2024-12-11;
NZ;PCT/CN2023/098241;816992;E;2024-12-11;
NZ;PCT/JP2023/022590;817069;E;2024-12-11;
NZ;PCT/US2023/066825;816945;E;2024-12-11;
NZ;PCT/US2023/068006;817074;E;2024-12-11;
NZ;PCT/CN2023/102500;816991;E;2024-12-11;
NZ;PCT/US2023/023445;816971;E;2024-12-11;
NZ;PCT/US2022/035254;817075;E;2024-12-11;
NZ;PCT/JP2023/021735;817058;E;2024-12-11;
NZ;PCT/US2023/022390;817130;E;2024-12-12;
NZ;PCT/US2023/067915;817113;E;2024-12-12;
NZ;PCT/CN2023/098081;816973;E;2024-12-12;
NZ;PCT/EP2023/066817;817145;E;2024-12-12;
NZ;PCT/US2023/024711;817101;E;2024-12-12;
NZ;PCT/CA2023/050698;817119;E;2024-12-12;
NZ;PCT/US2023/067919;817129;E;2024-12-12;
NZ;PCT/EP2023/072376;817148;E;2024-12-12;
NZ;PCT/EP2023/067403;817064;E;2024-12-12;
NZ;PCT/AU2023/050454;817122;E;2024-12-12;
NZ;PCT/US2023/067220;817114;E;2024-12-12;
NZ;PCT/US2023/067918;817151;E;2024-12-12;
NZ;PCT/US2023/068298;817116;E;2024-12-12;
NZ;PCT/CN2023/103576;817128;E;2024-12-12;
NZ;PCT/EP2023/069299;817147;E;2024-12-12;
NZ;PCT/KR2023/008062;817111;E;2024-12-12;
NZ;PCT/US2023/024898;817123;E;2024-12-12;
NZ;PCT/IB2022/056438;817137;E;2024-12-12;
NZ;PCT/JP2023/021978;817150;E;2024-12-12;
NZ;PCT/IB2023/000535;817115;E;2024-12-12;
NZ;PCT/NO2023/050089;817126;E;2024-12-12;
NZ;PCT/JP2022/022273;817146;E;2024-12-12;
NZ;PCT/US2023/067013;817124;E;2024-12-12;
NZ;PCT/US2023/024956;817120;E;2024-12-12;
NZ;PCT/IB2023/057033;817110;E;2024-12-12;
NZ;PCT/CN2023/100225;817165;E;2024-12-13;
NZ;PCT/NZ2023/050082;817143;E;2024-12-13;
NZ;PCT/IB2023/056513;817200;E;2024-12-13;
NZ;PCT/EP2023/065235;817121;E;2024-12-13;
NZ;PCT/US2023/025457;817188;E;2024-12-13;
NZ;PCT/US2023/027438;817176;E;2024-12-13;
NZ;PCT/US2023/022733;817206;E;2024-12-13;
NZ;PCT/EP2023/063538;817157;E;2024-12-13;
NZ;PCT/US2023/069124;817201;E;2024-12-13;
NZ;PCT/US2023/068665;817187;E;2024-12-13;
NZ;PCT/EP2023/064950;817162;E;2024-12-13;
NZ;PCT/AU2023/050562;817203;E;2024-12-13;
NZ;PCT/EP2023/069483;817193;E;2024-12-13;
NZ;PCT/GB2023/051292;817094;E;2024-12-13;
NZ;PCT/US2023/068831;817186;E;2024-12-13;
NZ;PCT/EP2023/072293;817202;E;2024-12-13;
NZ;PCT/US2023/067064;817192;E;2024-12-13;
NZ;PCT/CN2024/095625;817227;E;2024-12-15;
NZ;PCT/EP2023/063844;817243;E;2024-12-16;
NZ;PCT/US2023/028124;817231;E;2024-12-16;
NZ;PCT/EP2023/069505;817234;E;2024-12-16;
NZ;PCT/US2023/024719;817079;E;2024-12-16;
NZ;PCT/KR2023/000398;817270;E;2024-12-16;
NZ;PCT/US2023/067432;817274;E;2024-12-16;
NZ;PCT/SE2023/050643;817197;E;2024-12-16;
NZ;PCT/EP2023/064065;817230;E;2024-12-16;
NZ;PCT/NZ2023/050056;817276;E;2024-12-16;
NZ;PCT/US2023/024721;817080;E;2024-12-16;
NZ;PCT/US2023/068925;817239;E;2024-12-16;
NZ;PCT/EP2023/067805;817273;E;2024-12-16;
NZ;PCT/SE2023/050642;817195;E;2024-12-16;
NZ;PCT/EP2023/065991;817236;E;2024-12-16;
NZ;PCT/US2023/070016;817284;E;2024-12-16;
NZ;PCT/SE2023/050644;817198;E;2024-12-16;
NZ;PCT/NL2023/050273;817257;E;2024-12-16;
NZ;PCT/SE2023/050641;817189;E;2024-12-16;
NZ;PCT/US2023/027456;817248;E;2024-12-16;
NZ;PCT/US2023/069358;817271;E;2024-12-16;
NZ;PCT/EP2023/072377;817277;E;2024-12-16;
NZ;PCT/NO2023/060008;817254;E;2024-12-17;
NZ;PCT/US2023/069968;817323;E;2024-12-17;
NZ;PCT/US2023/022681;817291;E;2024-12-17;
NZ;PCT/US2023/023949;817322;E;2024-12-17;
NZ;PCT/US2023/025987;817318;E;2024-12-17;
NZ;PCT/IB2023/000312;817229;E;2024-12-17;
NZ;PCT/IB2023/056283;817296;E;2024-12-17;
NZ;PCT/US2023/027013;817314;E;2024-12-17;
NZ;PCT/AU2023/050641;817275;E;2024-12-17;
NZ;PCT/US2023/024723;817252;E;2024-12-17;
NZ;PCT/US2023/065519;817336;E;2024-12-17;
NZ;PCT/EP2023/065236;817228;E;2024-12-17;
NZ;PCT/EP2023/066647;817324;E;2024-12-17;
NZ;PCT/GB2023/051668;817338;E;2024-12-17;
NZ;PCT/IB2023/000335;817315;E;2024-12-17;
NZ;PCT/US2023/068555;817328;E;2024-12-17;
NZ;PCT/EP2023/067952;817329;E;2024-12-17;
NZ;PCT/ES2023/070358;817303;E;2024-12-17;
NZ;PCT/US2023/068821;817317;E;2024-12-17;
NZ;PCT/EP2023/065608;817349;E;2024-12-18;
NZ;PCT/US2023/026331;817375;E;2024-12-18;
NZ;PCT/US2023/070897;817330;E;2024-12-18;
NZ;PCT/US2023/067487;817357;E;2024-12-18;
NZ;PCT/CN2023/101761;817391;E;2024-12-18;
NZ;PCT/AU2023/050609;817342;E;2024-12-18;
NZ;PCT/US2023/069857;817366;E;2024-12-18;
NZ;PCT/AU2023/050473;817351;E;2024-12-18;
NZ;PCT/GB2023/051298;817205;E;2024-12-18;
NZ;PCT/US2023/069801;817388;E;2024-12-18;
NZ;PCT/CN2023/099158;817396;E;2024-12-18;
NZ;PCT/US2023/025780;817354;E;2024-12-18;
NZ;PCT/EP2023/067803;817403;E;2024-12-18;
NZ;PCT/US2023/026994;817359;E;2024-12-18;
NZ;PCT/US2023/027741;817376;E;2024-12-18;
NZ;PCT/US2023/074061;817387;E;2024-12-18;
NZ;PCT/CN2022/107593;817361;E;2024-12-18;
NZ;PCT/US2023/026140;817168;E;2024-12-18;
NZ;PCT/US2023/073033;817449;E;2024-12-19;
NZ;PCT/US2023/068832;817368;E;2024-12-19;
NZ;PCT/AU2023/050470;817417;E;2024-12-19;
NZ;PCT/US2023/025386;817385;E;2024-12-19;
NZ;PCT/GB2023/051494;817422;E;2024-12-19;
NZ;PCT/AU2023/050619;817429;E;2024-12-19;
NZ;PCT/US2023/076475;817433;E;2024-12-19;
NZ;PCT/US2023/069334;817458;E;2024-12-19;
NZ;PCT/US2023/069102;817412;E;2024-12-19;
NZ;PCT/GB2023/051489;817415;E;2024-12-19;
NZ;PCT/US2023/025384;817374;E;2024-12-19;
NZ;PCT/CN2023/101302;817409;E;2024-12-19;
NZ;PCT/EP2023/071118;817421;E;2024-12-19;
NZ;PCT/US2023/025385;817402;E;2024-12-19;
NZ;PCT/US2023/069704;817390;E;2024-12-19;
NZ;PCT/NO2023/060015;817441;E;2024-12-19;
NZ;PCT/EP2023/069513;817453;E;2024-12-19;
NZ;PCT/US2023/026769;817407;E;2024-12-19;
NZ;PCT/IB2023/056049;817420;E;2024-12-19;
NZ;PCT/US2023/025389;817399;E;2024-12-19;
NZ;PCT/US2023/068828;817362;E;2024-12-19;
NZ;PCT/EP2023/065558;817457;E;2024-12-19;
NZ;PCT/EP2023/067952;817329;P;2024-12-20;
NZ;PCT/CN2023/099267;816972;P;2024-12-20;
NZ;PCT/GB2023/051292;817094;P;2024-12-20;
NZ;PCT/NZ2023/050052;816044;P;2024-12-20;
NZ;PCT/CN2022/107593;817361;P;2024-12-20;
NZ;PCT/IB2023/056620;816861;P;2024-12-20;
NZ;PCT/NL2023/050273;817257;P;2024-12-20;
NZ;PCT/EP2023/069299;817147;P;2024-12-20;
NZ;PCT/EP2023/071064;816836;P;2024-12-20;
NZ;PCT/NZ2023/050082;817143;P;2024-12-20;
NZ;PCT/SE2023/050641;817189;P;2024-12-20;
NZ;PCT/EP2023/062582;816812;P;2024-12-20;
NZ;PCT/US2023/074061;817387;P;2024-12-20;
NZ;PCT/GB2023/052008;817536;E;2024-12-20;
NZ;PCT/CN2023/094714;816799;P;2024-12-20;
NZ;PCT/US2023/027013;817314;P;2024-12-20;
NZ;PCT/CA2023/050698;817119;P;2024-12-20;
NZ;PCT/GB2023/051492;816786;P;2024-12-20;
NZ;PCT/NO2023/060015;817441;P;2024-12-20;
NZ;PCT/US2023/070897;817330;P;2024-12-20;
NZ;PCT/US2023/068831;817186;P;2024-12-20;
NZ;PCT/US2023/025384;817374;P;2024-12-20;
NZ;PCT/JP2023/027829;817523;E;2024-12-20;
NZ;PCT/DK2023/050129;816716;P;2024-12-20;
NZ;PCT/IB2023/056622;816845;P;2024-12-20;
NZ;PCT/EP2023/072376;817148;P;2024-12-20;
NZ;PCT/US2023/069331;816858;P;2024-12-20;
NZ;PCT/US2023/023949;817322;P;2024-12-20;
NZ;PCT/US2023/068832;817368;P;2024-12-20;
NZ;PCT/US2023/070016;817284;P;2024-12-20;
NZ;PCT/AU2023/050583;816978;P;2024-12-20;
NZ;PCT/US2023/069837;817521;E;2024-12-20;
NZ;PCT/IB2023/054044;816797;P;2024-12-20;
NZ;PCT/US2023/024723;817252;P;2024-12-20;
NZ;PCT/CN2023/102500;816991;P;2024-12-20;
NZ;PCT/US2023/068665;817187;P;2024-12-20;
NZ;PCT/US2023/067013;817124;P;2024-12-20;
NZ;PCT/GB2023/051298;817205;P;2024-12-20;
NZ;PCT/US2023/023307;816877;P;2024-12-20;
NZ;PCT/US2023/024617;817037;P;2024-12-20;
NZ;PCT/US2023/067996;817013;P;2024-12-20;
NZ;PCT/CN2023/101233;817531;E;2024-12-20;
NZ;PCT/EP2023/067987;816816;P;2024-12-20;
NZ;PCT/EP2023/070918;816872;P;2024-12-20;
NZ;PCT/CN2023/091259;816564;P;2024-12-20;
NZ;PCT/US2023/024956;817120;P;2024-12-20;
NZ;PCT/AU2023/050562;817203;P;2024-12-20;
NZ;PCT/US2023/068298;817116;P;2024-12-20;
NZ;PCT/US2023/026331;817375;P;2024-12-20;
NZ;PCT/CN2023/096076;816516;P;2024-12-20;
NZ;PCT/EP2023/066817;817145;P;2024-12-20;
NZ;PCT/JP2023/021735;817058;P;2024-12-20;
NZ;PCT/US2023/021812;816841;P;2024-12-20;
NZ;PCT/US2023/069358;817271;P;2024-12-20;
NZ;PCT/US2023/024719;817079;P;2024-12-20;
NZ;PCT/CN2023/098246;817042;P;2024-12-20;
NZ;PCT/US2023/068828;817362;P;2024-12-20;
NZ;PCT/US2023/029714;817503;E;2024-12-20;
NZ;PCT/JP2023/025527;816798;P;2024-12-20;
NZ;PCT/JP2023/024180;816689;P;2024-12-20;
NZ;PCT/US2023/067919;817129;P;2024-12-20;
NZ;PCT/GB2023/051393;816828;P;2024-12-20;
NZ;PCT/NZ2023/050056;817276;P;2024-12-20;
NZ;PCT/US2023/073033;817449;P;2024-12-20;
NZ;PCT/US2023/024721;817080;P;2024-12-20;
NZ;PCT/EP2023/063424;816898;P;2024-12-20;
NZ;PCT/EP2023/064282;817470;E;2024-12-20;
NZ;PCT/US2023/023770;816712;P;2024-12-20;
NZ;PCT/IB2023/054501;816705;P;2024-12-20;
NZ;PCT/EP2023/064122;817052;P;2024-12-20;
NZ;PCT/US2023/021153;816936;P;2024-12-20;
NZ;PCT/US2023/069968;817323;P;2024-12-20;
NZ;PCT/US2023/025386;817385;P;2024-12-20;
NZ;PCT/US2023/024679;817041;P;2024-12-20;
NZ;PCT/US2023/068486;816989;P;2024-12-20;
NZ;PCT/JP2023/022797;817524;E;2024-12-20;
NZ;PCT/AU2023/050526;816833;P;2024-12-20;
NZ;PCT/EP2023/065588;816859;P;2024-12-20;
NZ;PCT/EP2023/063538;817157;P;2024-12-20;
NZ;PCT/US2023/068821;817317;P;2024-12-20;
NZ;PCT/ES2023/070416;816935;P;2024-12-20;
NZ;PCT/CN2023/100225;817165;P;2024-12-20;
NZ;PCT/JP2023/021761;816885;P;2024-12-20;
NZ;PCT/US2023/026994;817359;P;2024-12-20;
NZ;PCT/JP2023/020924;816884;P;2024-12-20;
NZ;PCT/CZ2023/050037;817050;P;2024-12-20;
NZ;PCT/EP2023/068080;817035;P;2024-12-20;
NZ;PCT/JP2023/023241;817534;E;2024-12-20;
NZ;PCT/IB2023/055901;816682;P;2024-12-20;
NZ;PCT/EP2023/064950;817162;P;2024-12-20;
NZ;PCT/EP2023/069505;817234;P;2024-12-20;
NZ;PCT/DK2023/050124;816698;P;2024-12-20;
NZ;PCT/US2022/033379;816843;P;2024-12-20;
NZ;PCT/CN2023/098030;816800;P;2024-12-20;
NZ;PCT/US2023/067432;817274;P;2024-12-20;
NZ;PCT/IB2023/000535;817115;P;2024-12-20;
NZ;PCT/IB2023/054969;816740;P;2024-12-20;
NZ;PCT/US2023/069334;817458;P;2024-12-20;
NZ;PCT/EP2023/072377;817277;P;2024-12-20;
NZ;PCT/AU2023/050473;817351;P;2024-12-20;
NZ;PCT/US2023/027654;817085;P;2024-12-20;
NZ;PCT/EP2023/069513;817453;P;2024-12-20;
NZ;PCT/CA2023/050562;817473;E;2024-12-20;
NZ;PCT/EP2023/063379;816811;P;2024-12-20;
NZ;PCT/CN2023/099146;816823;P;2024-12-20;
NZ;PCT/JP2022/022273;817146;P;2024-12-20;
NZ;PCT/US2023/068586;816855;P;2024-12-20;
NZ;PCT/US2023/022681;817291;P;2024-12-20;
NZ;PCT/US2023/069102;817412;P;2024-12-20;
NZ;PCT/US2023/068925;817239;P;2024-12-20;
NZ;PCT/AU2023/050488;816977;P;2024-12-20;
NZ;PCT/US2023/069031;817490;E;2024-12-20;
NZ;PCT/IB2023/054777;816769;P;2024-12-20;
NZ;PCT/EP2023/065236;817228;P;2024-12-20;
NZ;PCT/US2023/026527;817070;P;2024-12-20;
NZ;PCT/US2023/024711;817101;P;2024-12-20;
NZ;PCT/EP2023/062499;817028;P;2024-12-20;
NZ;PCT/US2023/025987;817318;P;2024-12-20;
NZ;PCT/GB2023/051229;816857;P;2024-12-20;
NZ;PCT/US2023/022390;817130;P;2024-12-20;
NZ;PCT/US2023/069448;817007;P;2024-12-20;
NZ;PCT/US2023/026640;817530;E;2024-12-20;
NZ;PCT/US2023/068310;816827;P;2024-12-20;
NZ;PCT/US2023/068329;816834;P;2024-12-20;
NZ;PCT/US2023/021180;816188;P;2024-12-20;
NZ;PCT/JP2023/022590;817069;P;2024-12-20;
NZ;PCT/EP2023/065235;817121;P;2024-12-20;
NZ;PCT/US2023/067915;817113;P;2024-12-20;
NZ;PCT/US2023/069857;817366;P;2024-12-20;
NZ;PCT/KR2023/009159;816324;P;2024-12-20;
NZ;PCT/CN2023/111270;816840;P;2024-12-20;
NZ;PCT/US2023/068408;817086;P;2024-12-20;
NZ;PCT/US2023/022104;816760;P;2024-12-20;
NZ;PCT/US2023/025457;817188;P;2024-12-20;
NZ;PCT/EP2023/063844;817243;P;2024-12-20;
NZ;PCT/EP2023/064873;817039;P;2024-12-20;
NZ;PCT/EP2023/067803;817403;P;2024-12-20;
NZ;PCT/EP2023/070010;817472;E;2024-12-20;
NZ;PCT/AU2023/050395;816757;P;2024-12-20;
NZ;PCT/US2023/065519;817336;P;2024-12-20;
NZ;PCT/NO2023/050089;817126;P;2024-12-20;
NZ;PCT/US2023/068956;816821;P;2024-12-20;
NZ;PCT/GB2023/051494;817422;P;2024-12-20;
NZ;PCT/US2023/076475;817433;P;2024-12-20;
NZ;PCT/SE2023/050644;817198;P;2024-12-20;
NZ;PCT/GB2023/051489;817415;P;2024-12-20;
NZ;PCT/EP2023/064283;817469;E;2024-12-20;
NZ;PCT/US2023/023057;816792;P;2024-12-20;
NZ;PCT/CN2023/103952;816873;P;2024-12-20;
NZ;PCT/EP2023/062453;817026;P;2024-12-20;
NZ;PCT/US2023/068806;816903;P;2024-12-20;
NZ;PCT/EP2023/066647;817324;P;2024-12-20;
NZ;PCT/AU2023/050470;817417;P;2024-12-20;
NZ;PCT/US2021/022322;817031;P;2024-12-20;
NZ;PCT/EP2023/068805;816985;P;2024-12-20;
NZ;PCT/US2023/068542;817519;E;2024-12-20;
NZ;PCT/EP2023/062589;816801;P;2024-12-20;
NZ;PCT/US2023/024152;816874;P;2024-12-20;
NZ;PCT/CN2023/098264;817040;P;2024-12-20;
NZ;PCT/NZ2023/050060;816866;P;2024-12-20;
NZ;PCT/IB2023/056513;817200;P;2024-12-20;
NZ;PCT/US2023/067250;816852;P;2024-12-20;
NZ;PCT/US2023/067487;817357;P;2024-12-20;
NZ;PCT/IB2023/056626;816862;P;2024-12-20;
NZ;PCT/US2022/033213;816842;P;2024-12-20;
NZ;PCT/US2023/067008;817034;P;2024-12-20;
NZ;PCT/US2023/069186;817533;E;2024-12-20;
NZ;PCT/CN2023/098076;816847;P;2024-12-20;
NZ;PCT/GB2023/051401;816752;P;2024-12-20;
NZ;PCT/JP2023/021978;817150;P;2024-12-20;
NZ;PCT/CN2024/095625;817227;P;2024-12-20;
NZ;PCT/CN2023/103576;817128;P;2024-12-20;
NZ;PCT/KR2023/006480;816893;P;2024-12-20;
NZ;PCT/CN2023/098011;816766;P;2024-12-20;
NZ;PCT/SE2023/050642;817195;P;2024-12-20;
NZ;PCT/EP2023/067403;817064;P;2024-12-20;
