sep=;
Office Code;IA Number;National Number;Event Type;Event Date;
SE;PCT/EP2023/062838;2451175-0;R;;
SE;PCT/EP2023/062838;2451175-0;D;;
SE;PCT/EP2023/062838;2451175-0;G;;
SE;PCT/EP2023/062838;2451175-0;C;;
SE;PCT/EP2023/062838;2451175-0;W;;
SE;PCT/EP2023/062838;2451175-0;P;2024-12-27;
